TOTAL_PURCHASES,PRC_CASH_ADVANCE,CREDIT_LIMIT,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT
1202.607159,0.577991868581584,4000.0,286.448719,0.083333
9432.078614,0.9044293377005985,12000.0,1012.4159609999999,0.0
3107.86,0.0,2500.0,1322.4466009999999,0.0
321.369135,0.9999688831349657,3500.0,581.481917,0.0
3960.495503,0.5002569757999293,3000.0,132.446091,0.2
5217.63,0.0,7500.0,1311.514878,0.083333
224.58551699999998,0.9999554735312697,4000.0,1600.212243,0.0
1199.601332,0.8090949102080525,6000.0,1895.0261699999999,0.0
113.01,0.0,6500.0,548.1058360000001,0.0
66.21000000000001,0.0,1600.0,837.215674,0.0
3819.6824659999997,0.9999973819813324,4150.0,241.645387,0.090909
3493.5993710000002,0.4596833238323823,1850.0,3266.996777,0.083333
412.34,0.0,1800.0,897.905444,0.0
908.433608,0.9999889920409021,1500.0,179.41249299999998,0.0
382.918547,0.9999738847854763,2500.0,352.883804,0.0
263.51,0.0,6000.0,1001.6073660000001,0.083333
1363.7,0.0,1700.0,923.505868,0.0
1044.509386,0.5987494170780003,6250.0,2180.881868,0.0
31819.765760000002,0.8578468479586948,7000.0,1107.0308029999999,0.454545
1474.359901,0.9999932173955672,7000.0,140.983193,0.25
713.91,0.0,2250.0,622.757696,0.0
791.95,0.0,6000.0,175.510344,0.0
561.88,0.0,6000.0,2161.428274,0.0
606.12,0.0,11000.0,623.6569929999999,0.0
320.01,0.0,1500.0,190.186542,0.0
38.335801,0.9997391472268964,1200.0,8242.687678,0.0
5010.60458,0.9224305183547331,7000.0,2503.4023399999996,0.0
244.85999999999999,0.0,5000.0,121.523416,0.181818
2985.310006,0.9999966502641333,9500.0,164.692136,0.0
133.06,0.0,12000.0,99.533735,0.44444399999999995
396.01,0.0,1200.0,140.80945400000002,1.0
5209.454792,0.05640605470869013,9000.0,594.7566860000001,0.0
1247.81,0.0,16500.0,171.35718899999998,1.0
7229.794046,0.7781693379097953,11000.0,1876.262988,0.0
7509.248934000001,0.6993014854286891,13500.0,2074.581541,0.0
149.248064,0.6984215487043102,4500.0,968.941265,0.0
2717.263917,0.9999963198274788,6500.0,2864.380327,0.0
5470.817197,0.06776632880427791,9000.0,9827.045323,0.0
5367.9692270000005,0.8077392107970816,4000.0,910.707525,0.090909
541.317934,0.9156503098602308,1800.0,312.560636,0.0
120.62291200000001,0.999917097010558,1200.0,2906.110765,0.0
739.45,0.0,6000.0,389.138517,0.0
79.01,0.0,7000.0,121.781205,1.0
20.01,0.0,1500.0,60.913577000000004,0.0
1346.29,0.0,2000.0,54.79166,0.0
2823.8100000000004,0.0,5700.0,2103.796148,0.083333
920.3198050000001,0.9999891342118841,4000.0,214.828158,0.083333
1767.867263,0.5429464547983996,4000.0,1026.976,0.0
941.65,0.0,2500.0,176.610605,0.083333
5439.477563,0.9999981615881517,8000.0,1439.2308990000001,0.0
836.109058,0.49323596491882526,2000.0,498.36541900000003,0.0
11684.280805,0.6166850082819454,9000.0,2469.571326,0.083333
1354.87,0.0,5500.0,108.319927,0.0
5322.562951,0.47164363749391763,8500.0,1834.0315690000002,0.0
3360.238794,0.9999970240210255,7000.0,2760.115734,0.0
1508.91,0.0,5000.0,136.639824,1.0
1045.58,0.0,3000.0,207.720441,0.0
2309.7900000000004,0.0,6500.0,99.372848,0.333333
576.2163820000001,0.9999826454083702,1800.0,2439.136113,0.0
495.01,0.0,7000.0,147.049952,1.0
509.033801,0.9999803549391408,3000.0,709.2070160000001,0.0
8410.869777,0.2005262026065488,17000.0,2167.446204,0.0
5580.860000000001,0.0,8500.0,630.00413,0.0
998.85867,0.9999899885736587,3200.0,1412.648089,0.0
4614.437403,0.9999978328885785,19000.0,3406.258999,0.0
12462.45,0.0,2800.0,2000.990921,0.0
272.723302,0.9999633327994834,1200.0,84.697292,0.166667
1957.31,0.0,5000.0,1086.428906,0.0
8512.804254,0.9823031288509645,17000.0,2894.077159,0.0
1271.1299999999999,0.0,5000.0,3572.279251,0.0
250.60999999999999,0.0,3000.0,173.63200600000002,0.0
14544.81131,0.9452492037863364,13000.0,2600.875721,0.083333
440.01,0.0,4000.0,185.091037,0.0
1330.6299999999999,0.0,2000.0,709.610053,0.0
5491.8,0.0,17000.0,615.92402,0.0
1484.138966,0.39502295905624785,1200.0,184.524376,0.0
22009.929999999997,0.0,18000.0,18621.01331,0.0
1443.9187239999999,0.5009345138182445,2500.0,689.118919,0.0
197.07,0.0,1000.0,509.384182,0.0
1307.112516,0.9999923495491952,7500.0,172.959728,0.0
2084.4900000000002,0.0,21500.0,3068.125648,0.0
5779.37,0.0,6500.0,546.439139,0.0
1025.01,0.0,7500.0,819.682666,0.0
412.92177999999996,0.9305921814053985,9000.0,194.324456,0.083333
944.97,0.0,1500.0,992.652486,0.0
1142.312091,0.09025737520622987,13500.0,468.19673200000005,0.083333
4615.409352,0.12035104789985701,7000.0,12854.9397,0.0
4075.38,0.0,6500.0,329.29648,0.0
870.25,0.0,8000.0,193.011166,1.0
12236.685738,0.19976370974445956,20000.0,6042.391629,0.0
2463.13,0.0,4000.0,95.342224,0.636364
1859.35,0.0,20000.0,288.90362799999997,0.25
66.28585100000001,0.9998491382421868,1800.0,2827.997525,0.0
7283.320000000001,0.0,11000.0,1058.128452,0.25
388.589809,0.24081899945039473,1200.0,362.838185,0.0
429.70116399999995,0.9999767280127732,3000.0,721.798576,0.0
988.366213,0.9999898822927489,8500.0,1177.149934,0.0
648.23,0.0,1200.0,208.298424,0.0
557.2,0.0,4000.0,616.0058389999999,0.0
469.99,0.0,1000.0,86.102479,0.5
369.96079399999996,0.9999729701088272,6500.0,1972.526015,0.0
131.64999999999998,0.0,8000.0,243.199498,0.0
6502.592602000001,0.21905764195682265,15000.0,241.894073,0.916667
924.61,0.0,1000.0,1747.037345,0.0
1975.41,0.0,4000.0,167.219681,0.0
3671.787443,0.9999972765308026,4000.0,193.171404,0.0
11842.045551000001,0.13685858106356813,10500.0,347.641073,0.75
300.01,0.0,12500.0,43.452683,0.181818
3905.3362560000005,0.9999974394010286,3000.0,461.36562599999996,0.2
7341.361366,0.22153266743306096,14000.0,3192.3060179999998,0.0
205.747165,0.9999513966571545,1800.0,408.799147,0.0
2040.443925,0.9999950991057007,3000.0,1739.74883,0.0
3535.8100000000004,0.0,20000.0,186.230835,1.0
256.12,0.0,5300.0,189.036967,0.166667
2697.4900000000002,0.0,2500.0,303.361632,0.0
17778.504859999997,0.9934184566744271,4500.0,931.618475,0.166667
653.74,0.0,10000.0,136.827952,0.0
2009.06,0.0,1200.0,197.63855800000002,0.14285699999999998
1804.880283,0.9181164527132241,6000.0,374.595505,0.0
516.55,0.0,900.0,693.894717,0.0
1267.419749,0.7542566302554908,1500.0,286.299328,0.0
280.40999999999997,0.0,6150.0,55.79974,0.090909
1710.7863750000001,0.9536996546398144,4000.0,24.815878,0.083333
1453.33,0.0,16500.0,1755.253802,0.0
756.55,0.0,4000.0,1431.2011710000002,0.0
3507.36,0.0,11500.0,1825.1765030000001,0.0
3163.7000000000003,0.0,8000.0,187.046284,0.8888889999999999
1343.2,0.0,15000.0,182.429461,0.545455
873.01,0.0,8000.0,762.682834,0.0
2087.08804,0.977212269397126,6000.0,3463.1749619999996,0.0
370.01,0.0,23000.0,68.725483,0.0
1450.4116179999999,0.7202449325664461,2000.0,313.052687,0.0
261.65,0.0,4000.0,169.78292,0.818182
2883.047903,0.3100045275244946,14000.0,2557.0445760000002,0.0
10848.51,0.0,7500.0,2925.275522,0.0
43.4,0.0,4000.0,29.700051000000002,0.090909
2310.6616780000004,0.7207163618351227,1800.0,808.217224,0.0
6455.730604,0.8470955402958756,10500.0,2391.987571,0.0
5412.01784,0.7294631977783723,11500.0,1887.4135170000002,0.0
927.01,0.0,5000.0,59.04439,0.22222199999999998
6327.097329,0.9377866374528786,10000.0,1731.5493850000003,0.0
965.51,0.0,7500.0,941.496383,0.0
102.285984,0.9999022348946655,7500.0,647.20869,0.0
336.42,0.0,6000.0,217.027653,0.0
540.01,0.0,4000.0,48.659935,0.0
1076.178111,0.18365743456382194,1500.0,471.49677599999995,0.0
144.26999999999998,0.0,11500.0,75.515008,0.11111099999999999
2232.1937800000005,0.778755767342027,2000.0,2661.324808,0.0
4679.4832209999995,0.040342749847419535,8500.0,582.589765,0.0
11188.630000000001,0.0,10000.0,8517.258683,0.0
1829.21,0.0,7000.0,985.954762,0.0
76.0,0.0,2700.0,99.401747,0.0
1824.17,0.0,14500.0,1370.519926,0.0
9325.23,0.0,8500.0,1824.6801309999998,0.0
100.01,0.0,4000.0,104.857518,0.0
1431.9,0.0,4000.0,3868.70983,0.0
2260.42,0.0,8500.0,739.2248940000001,0.0
466.65389500000003,0.9999785708421013,1200.0,25.537,0.5
10410.5,0.0,19500.0,726.696049,0.363636
990.71,0.0,1400.0,438.32401699999997,0.0
3034.9300000000003,0.0,2900.0,2733.317012,0.083333
2131.4547039999998,0.5126239379844686,5700.0,422.33109800000005,0.0
45.66,0.0,2500.0,628.2110309999999,0.0
2905.8747430000003,0.0908107769048461,3000.0,1075.456585,0.0
3100.738343,0.9032456251340004,12000.0,1774.5843329999998,0.0
281.041344,0.5491766506781294,10500.0,975.5040119999999,0.0
429.457669,0.4246231518571391,5500.0,69.921472,0.0
301.11,0.0,1950.0,1089.040271,0.0
2410.0800000000004,0.0,4000.0,169.879335,1.0
5350.2,0.0,8000.0,318.305326,0.166667
630.04,0.0,5500.0,213.36969399999998,0.0
3197.25,0.0,3000.0,1328.897516,0.0
133.01,0.0,3000.0,41.436595000000004,0.181818
1646.17,0.0,12000.0,236.61936200000002,0.0
79.67,0.0,1500.0,75.967742,0.0
13759.5004,0.976748429034531,12000.0,2501.560923,0.0
3677.53,0.0,12500.0,1912.2985440000002,0.0
5045.608939,0.7935551461492287,4000.0,716.70488,0.0
675.97,0.0,1000.0,1382.292833,0.083333
193.14999999999998,0.0,2000.0,71.965063,0.25
1703.24,0.0,11500.0,183.29825300000002,1.0
468.968688,0.9999786766147595,6000.0,1249.937085,0.0
234.17,0.0,1500.0,149.977816,0.5
29.69,0.0,10000.0,75.595199,0.0
2096.9404360000003,0.36923339485833634,11000.0,229.65509100000003,0.0
1607.89,0.0,13500.0,2216.638394,0.0
1716.9512350000002,0.9999941757227602,1800.0,568.063083,0.083333
3183.01,0.0,9000.0,629.080506,0.0
3117.850197,0.033231294146105504,4500.0,655.633916,0.0
7514.721735,0.025460920809464944,3000.0,1737.8938660000001,0.083333
16073.85735,0.46910378671489206,10000.0,7256.951816,0.0
408.94,0.0,9000.0,312.343947,0.0
3999.9300000000003,0.0,7500.0,9952.672511,0.0
2980.4700000000003,0.0,6000.0,289.439818,0.0
560.74,0.0,7500.0,670.049653,0.0
569.91,0.0,9500.0,92.012927,0.083333
8085.470655000001,0.23482747461656578,10950.0,608.3688599999999,0.083333
4989.289118000001,0.08788208252316396,8500.0,208.73456000000002,0.916667
1810.00931,0.9166799865797376,7500.0,989.783286,0.0
1385.11,0.0,14000.0,193.36994199999998,0.833333
32539.789999999997,0.0,11500.0,1971.129435,0.083333
15863.22758,0.9741383020617296,16500.0,1055.547896,0.083333
47.96,0.0,1500.0,86.245988,0.0
307.719378,0.5886511898512936,2100.0,524.426392,0.0
414.01,0.0,10500.0,570.250342,0.5
3199.302764,0.3717349846918083,8500.0,479.831475,0.0
4693.16,0.0,13500.0,1741.1580239999998,0.0
571.2293549999999,0.12649797207988375,1000.0,1623.389428,0.0
224.20999999999998,0.0,9500.0,272.270427,0.0
2856.5800000000004,0.0,2500.0,2173.680619,0.0
682.1660509999999,0.99998534081257,3000.0,144.621645,0.181818
9270.418108,0.9999989213000013,7000.0,1793.2626539999999,0.083333
567.2437980000001,0.9999823708958383,3000.0,609.206784,0.0
2285.881162,0.8207955834232471,5000.0,1114.588285,0.0
843.35,0.0,6500.0,122.850835,0.5
512.802701,0.9999804993226821,6000.0,2019.0278829999997,0.0
2236.5,0.0,10000.0,233.614975,1.0
2981.247082,0.8441860110137628,6000.0,2092.915898,0.0
1779.01,0.0,5000.0,761.012234,0.0
348.844361,0.9999713339210319,4000.0,1229.820066,0.0
456.37,0.0,6000.0,163.28761799999998,0.333333
5758.72,0.0,2900.0,197.416104,1.0
3038.66597,0.9190467124624427,6000.0,388.25800899999996,0.0
3298.968165,0.9999969687491664,12000.0,1351.998523,0.0
733.91,0.0,3000.0,857.535876,0.0
2022.0523409999998,0.18840874356970963,500.0,137.046292,0.636364
2359.697411,0.714056557906695,4000.0,1403.477006,0.0
2702.48,0.0,11000.0,1013.086448,0.083333
1817.579093,0.9999944981761517,8000.0,964.118618,0.0
1579.16,0.0,2700.0,199.955286,0.0
8603.055938,0.9999988376223434,11000.0,2576.552758,0.0
2161.3900000000003,0.0,4500.0,165.05215,1.0
1482.2,0.0,6000.0,173.686552,0.666667
1446.06,0.0,3500.0,186.240772,0.833333
1606.332681,0.9999937746395138,4500.0,648.139459,0.0
498.18,0.0,15000.0,162.94308,0.909091
3772.924583,0.467487368008172,2500.0,956.3300230000001,0.0
402.984164,0.999975185129111,1000.0,339.553093,0.0
3394.519419,0.9999970540748878,5500.0,627.015802,0.0
842.466926,0.9999881300978218,1000.0,137.6915,0.0
6481.310951,0.9999984571022629,7000.0,1148.631716,0.0
126.21000000000001,0.0,1950.0,417.290247,0.0
225.01,0.0,1500.0,286.122587,0.166667
2188.316068,0.993163693207411,5700.0,1172.289863,0.0
5528.683195000001,0.8417362744185959,12500.0,2199.0777160000002,0.0
2443.2724160000002,0.9999959071285155,7500.0,2488.976669,0.0
445.21,0.0,8000.0,579.587654,0.0
3264.5833420000004,0.9999969368219609,4500.0,401.97027599999996,0.0
689.35,0.0,1500.0,148.28357,0.333333
2006.8799999999999,0.0,21000.0,1479.309409,0.1
1605.2616699999999,0.5776327232681012,2500.0,1933.173023,0.0
1700.6945859999998,0.9999647202969341,1000.0,367.409536,0.0
3085.7000000000003,0.0,8500.0,192.66679,1.0
142.15132499999999,0.9999296524320123,3000.0,1122.076137,0.0
1080.01,0.0,6000.0,169.005281,1.0
2721.17,0.0,6500.0,280.821958,0.083333
3095.9700000000003,0.0,14000.0,197.186568,0.583333
1600.7680779999998,0.9999937529988651,2300.0,2077.873573,0.0
3666.2384250000005,0.9806122811011669,9500.0,797.250949,0.0
65.01,0.0,1200.0,53.655347,0.0
4786.62,0.0,9000.0,163.459999,1.0
174.42999999999998,0.0,2500.0,149.301101,0.75
242.89,0.0,13500.0,890.6391179999999,0.090909
1228.947944,0.8234668921013305,3200.0,300.210049,0.0
16294.38181,0.8621420544704911,6000.0,406.790252,0.8
560.426744,0.3545275919237716,1500.0,432.68807999999996,0.0
330.01,0.0,1800.0,85.297166,0.0
2854.1200000000003,0.0,9500.0,176.283228,1.0
390.01,0.0,2000.0,74.667401,0.0
422.19,0.0,5500.0,440.30634000000003,0.0
1005.53,0.0,3000.0,237.32838199999998,0.0
7472.956172,0.7145788158116337,11000.0,834.025674,0.0
284.73,0.0,5000.0,155.79285900000002,0.8
455.591546,0.9999780505145721,10500.0,1164.178674,0.0
3244.17,0.0,11500.0,563.827502,0.0
7800.129725000001,0.6807514633995398,9500.0,4951.58548,0.0
636.16,0.0,8500.0,57.150516,0.181818
3018.94,0.0,5000.0,444.12429000000003,0.166667
1222.98,0.0,19500.0,185.657751,1.0
6662.185210000001,0.9834603817626378,6000.0,2463.472147,0.0
1192.025721,0.9999916109192748,3000.0,214.263752,0.2
36.491831999999995,0.9997259660737231,1800.0,529.3404879999999,0.0
983.78,0.0,2400.0,219.465695,0.0
474.43984299999994,0.9999789225122057,1500.0,354.38100299999996,0.0
423.25,0.0,11000.0,134.448872,0.0
16306.738940000001,0.6271780628628866,7300.0,762.263884,0.416667
1167.048311,0.623503161044376,1200.0,265.708814,0.0
1207.26,0.0,1200.0,1300.596775,0.0
259.14,0.0,2300.0,2503.3745949999998,0.25
1627.7,0.0,5500.0,7490.453967,0.0
3423.0959340000004,0.9999970786679097,8000.0,2459.741299,0.0
3768.7066780000005,0.9999973465698303,8000.0,2384.817152,0.083333
5749.97,0.0,12000.0,202.73209,0.833333
4304.013846,0.653590798415847,9000.0,3598.719728,0.0
5068.89,0.0,4500.0,373.931063,0.083333
1067.29,0.0,2000.0,3073.416298,0.0
64.13000000000001,0.0,7000.0,76.462301,0.0
6855.6,0.0,18500.0,2861.890896,0.0
1631.01,0.0,2500.0,157.269321,1.0
180.92,0.0,1400.0,220.455533,0.0
172.941118,0.9999421768511986,1600.0,559.030296,0.0
652.037607,0.7900581216015659,14000.0,3430.627754,0.0
187.582355,0.9999466900818044,2000.0,190.365154,0.0
1953.120552,0.8242709597989013,1500.0,3245.6934850000002,0.0
16.51,0.0,6000.0,67.1925,0.0
5708.1900000000005,0.0,4000.0,232.131169,1.0
4010.019973,0.9894489303582328,6000.0,645.320421,0.0
46.68,0.0,1800.0,642.547142,0.0
4909.947494,0.9999979633183426,9000.0,27631.450719999997,0.0
699.13,0.0,2500.0,183.858351,0.583333
245.39999999999998,0.0,4000.0,165.308304,0.0
98.01,0.0,4000.0,221.37594199999998,0.0
857.37,0.0,6550.0,411.871046,0.083333
2993.176033,0.08220232632071192,5000.0,481.558276,0.1
13875.916925,0.19664119782123876,11000.0,17494.90735,0.0
600.01,0.0,1000.0,184.776562,0.0
2368.8826420000005,0.9999957786005002,10000.0,724.956358,0.0
255.13,0.0,8500.0,1121.510137,0.0
2300.3281180000004,0.468971408712746,1200.0,106.03936200000001,0.25
1974.513664,0.9999949354617381,13000.0,1606.9633789999998,0.0
2008.2054849999997,0.611269859667772,3500.0,483.836254,0.0
1532.11,0.0,5000.0,212.770698,0.0
778.34,0.0,2000.0,1430.50774,0.0
6104.357889000001,0.8420685651905754,6000.0,1241.283569,0.0
1667.14,0.0,13000.0,208.701639,0.25
1088.84,0.0,9000.0,994.384835,0.0
120.188123,0.9999167971031546,2100.0,671.420908,0.0
2171.149178,0.9999953941442157,4500.0,691.692633,0.0
1897.93,0.0,13500.0,248.700571,1.0
76.27089600000001,0.9998688883896159,6200.0,291.307669,0.0
1263.3,0.0,9500.0,179.894243,0.4
3850.1257350000005,0.9116885983984624,6000.0,2009.821743,0.0
1277.59,0.0,7000.0,173.336309,0.0
4117.25,0.0,6000.0,199.730537,0.0
226.23999999999998,0.0,15000.0,4980.192685,0.0
3970.8100000000004,0.0,7500.0,1868.983718,0.0
1346.91,0.0,8000.0,98.678839,0.333333
5134.355108,0.7953316477150844,5000.0,982.544984,0.0
1649.754535,0.17260418380968418,2000.0,263.163209,0.2
114.928715,0.9999129895431268,1500.0,479.77177400000005,0.0
7553.49,0.0,13500.0,1365.123434,0.0
3387.2222500000003,0.8316703310507599,9000.0,362.970189,0.0
4455.046412,0.8728879684677009,4000.0,858.9774269999999,0.0
2819.61583,0.9999964534175565,8000.0,269.17899500000004,0.0
39.656805999999996,0.9997478364747782,1800.0,631.106468,0.0
4952.462874000001,0.9722663241513478,10000.0,1716.092764,0.0
5105.264316,0.9999980412375576,10000.0,1886.2233609999998,0.0
3435.7478170000004,0.9999970894254955,9000.0,1035.039239,0.0
6982.5420619999995,0.9523339785074395,5000.0,1284.011712,0.0
1377.73,0.0,2500.0,200.759856,0.0
1886.480361,0.9999946991231891,6000.0,1855.7662260000002,0.0
1462.33354,0.9999931616148255,1500.0,277.582819,0.125
6878.2518119999995,0.9475578955439382,8000.0,2610.0538850000003,0.0
471.948208,0.5282321317766292,4500.0,1225.908506,0.0
1729.587161,0.0548322531170778,13000.0,1194.234398,0.0
340.259539,0.9999706106696394,1200.0,204.676682,0.0
3252.2717050000006,0.7665754682079983,6000.0,1384.1114929999999,0.0
243.37,0.0,1800.0,134.985783,0.25
10713.8846,0.9999990666317238,10500.0,1943.431564,0.1
2820.538417,0.9999964545776296,2500.0,373.89316099999996,0.0
519.01,0.0,4500.0,210.248259,0.0
3055.88,0.0,4500.0,784.387878,0.0
4123.288895,0.40086419775347804,9500.0,3024.949485,0.0
1671.61,0.0,1800.0,179.58584199999999,0.0
903.37,0.0,15000.0,41.302445,0.0
193.748137,0.9999483866004865,1200.0,327.072615,0.0
229.51,0.0,3150.0,157.471831,0.714286
1476.2,0.0,2500.0,382.989143,0.0
2506.9,0.0,8500.0,1646.973276,0.0
2694.5737820000004,0.046227638238038785,4500.0,5620.2951920000005,0.0
5047.469550000001,0.9527783183952045,15000.0,1206.257247,0.0
3080.479478,0.5642334222360952,4000.0,312.026316,0.0
786.33,0.0,7500.0,97.186371,0.666667
1450.69,0.0,6000.0,137.826186,0.454545
1239.47,0.0,1500.0,177.766827,0.0
115.901227,0.1651512024113429,1800.0,411.612521,0.0
4840.976479,0.15179096246131543,12000.0,606.899183,0.5
2022.39,0.0,6000.0,301.00074900000004,0.0
3654.09,0.0,2500.0,180.338402,0.333333
883.74,0.0,3000.0,568.410749,0.0
1214.032499,0.3447045275515314,1700.0,261.258072,0.0
278.60128199999997,0.9999641064106806,1200.0,286.37428900000003,0.0
2806.969645,0.9999964374392085,7500.0,1189.693931,0.0
1382.58,0.0,2400.0,466.772558,0.0
666.647379,0.15171045771110728,8500.0,199.803721,0.25
9062.495146,0.5075451155447163,11800.0,3101.01703,0.0
1726.68,0.0,6000.0,128.83465800000002,0.0
12594.37037,0.9827692855121268,9000.0,1599.353926,0.166667
1483.9430539999998,0.9999932611969354,4000.0,911.0854300000001,0.0
1748.74,0.0,6500.0,1584.520204,0.0
149.37039,0.9999330523271714,1800.0,494.954634,0.0
50.989999999999995,0.0,1200.0,385.347014,0.0
378.05,0.0,11300.0,4483.503862,0.0
3475.8457420000004,0.5733038488794937,5000.0,1919.690041,0.0
6407.68,0.0,14500.0,108.937025,0.3
1161.113112,0.99999138757465,3500.0,1111.2512869999998,0.0
70.01,0.0,8500.0,218.497636,0.0
449.96999999999997,0.0,7000.0,127.78905,0.6
3355.34,0.0,6500.0,207.584121,0.363636
14371.797890000002,0.9999993041928312,10000.0,19.492020999999998,0.0
818.1344839999999,0.999987777070646,3000.0,164.39143700000002,0.0
3220.1000000000004,0.0,15000.0,212.075152,1.0
6558.56,0.0,7000.0,169.703195,0.916667
1328.653945,0.9999924735857387,4000.0,1819.5426920000002,0.0
4305.06,0.0,9500.0,197.534405,0.666667
3315.887459,0.9209532883003675,13000.0,1998.044046,0.0
1626.84,0.0,13000.0,123.522314,0.571429
6008.425274,0.41372658569240944,6000.0,1520.54755,0.0
2438.3667190000006,0.9999958988941564,18000.0,2539.198217,0.0
8194.06,0.0,6000.0,216.277252,0.583333
2906.824616,0.4479164683116197,4500.0,307.812023,0.083333
1489.174494,0.5232862214197982,7000.0,817.39586,0.0
3443.4288210000004,0.9494660673864412,14000.0,3872.0994979999996,0.0
554.12523,0.9999819535378311,4500.0,585.776445,0.0
655.047683,0.9999847339357737,1700.0,1206.741644,0.0
913.01,0.0,7500.0,140.181283,1.0
606.63,0.0,2750.0,1342.522124,0.0
1496.932813,0.033343388939393905,2400.0,457.25526900000006,0.0
41050.41,0.0,17000.0,15914.48462,0.083333
727.28,0.0,20000.0,206.656437,0.916667
1869.89,0.0,4000.0,280.393252,0.0
182.95,0.0,5000.0,186.774371,0.3
379.28999999999996,0.0,2500.0,156.644197,1.0
874.95,0.0,1500.0,1502.744095,0.0
26402.399999999998,0.0,16500.0,534.032339,1.0
281.054645,0.9999644197305475,3000.0,1187.962476,0.0
2824.5118630000006,0.3796591818386,10300.0,1549.64691,0.0
400.42,0.0,4500.0,132.13182,0.666667
13771.64,0.0,14500.0,451.63608099999993,0.25
11545.539200000001,0.8984291699429681,9500.0,760.028047,0.0
3096.0057340000003,0.46588923210308236,5000.0,3451.7021600000003,0.0
4238.8,0.0,10500.0,287.51534399999997,0.083333
907.38,0.0,10000.0,184.723457,1.0
2614.636296,0.9999961753762787,3000.0,427.594038,0.0
569.35,0.0,16500.0,163.044353,1.0
305.78999999999996,0.0,1500.0,19977.005719999997,0.0
4630.2015790000005,0.8856831628236979,19000.0,3905.740148,0.0
2001.2,0.0,4500.0,5067.863222999999,0.0
2955.0403380000002,0.9999966159514401,3000.0,706.541302,0.0
1020.48,0.0,6500.0,163.15511899999998,0.0
4754.33,0.0,9500.0,957.077692,0.0
97.21087700000001,0.99989713085296,1200.0,361.25040099999995,0.0
10716.784160000001,0.9690242898388278,8000.0,1088.9599640000001,0.0
10314.705802,0.8555450801407162,12500.0,747.486806,0.0
558.29,0.0,8000.0,149.98251299999998,0.333333
1929.418387,0.23425110387942003,1500.0,1058.84479,0.0
1051.11,0.0,3000.0,168.22716100000002,0.375
2470.7351610000005,0.09246849464332367,2850.0,874.422722,0.0
179.25,0.0,4000.0,368.652894,0.0
2363.027155,0.5883839091980304,5500.0,590.361005,0.0
4620.35,0.0,7500.0,1090.368608,0.083333
1023.81,0.0,20000.0,116.06300300000001,0.0
6344.31,0.0,12000.0,694.340138,0.083333
4818.720834,0.678416730625653,17500.0,1770.058766,0.0
734.12,0.0,5000.0,102.554198,0.5
5128.771358,0.5565760605700215,5000.0,6174.387335,0.0
2122.513976,0.22935725347610145,3000.0,1113.097672,0.0
